CODIGO MUESTRA;Código SNGM;Código Visita Terreno;Código Mapa;Nombre Punto de Agua;UTM E (WGS 84 18S);UTM N (WGS 84 18S);Altura GPS nav;Tipo;Categoría;Propietario o nombre de cuerpo de agua;FECHA;Hora;pH;Conductividad (uS/cm);Oxígeno disuelto (mg/l);Temperatura (°C);Temperatura (°K));ORP (mV);ORP (V);pe (25 °C);Eh SHE (mV);Eh SHE (V);pe SHE (25 °C);pe SHE (T°K);Observación;Informe Laboratorio;pH;Conductividad Laboratorio (uS/cm);Hidróxidos (mg/l);Carbonatos (mg/l);Bicarbonatos (mg/l);Ión Hidrógeno (mg/l);Fúor (mg/l);Calcio (mg/l);Magnesio (mg/l);Sodio (mg/l);Potasio (mg/l);Litio (mg/l);Sulfatos (mg/l);Cloruros (mg/l);Nitratos (mg/l);Alcalinidad Total (mg/l);Acidez (mg/l);Dureza Total (mg/l);Dureza carbonatosa (mg/l);Dureza no carbonatosa (mg/l);TSD (mg/l);TSD Evap, 103ºC (mg/l);Aluminio;Antimonio;Arsenico;Bario;Berilio;Boro;Cadmio;Cobalto;Cobre;Cromo;Estaño;Fosforo;Hierro;Manganeso;Molibdeno;Plata;Plomo;Selenio;Vanadio;Zinc;Mercurio (mg/l);COT (mg/l);Br (mg/l)   ;Rb (mg/l)   ;Sr (mg/l)   ;Y (mg/l)    ;Cs (mg/l)   ;Hf (mg/l)  ;Ta (mg/l)   ;Tl (mg/l)   ;Th (mg/l)   ;U (mg/l)    ;Ni (mg/l);SiO2 (mg/l);NH4 (mg/l);CO2 (mg/l);,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-062;SNGM-PUD-0219;RT-155;;;584997;5344233;-9;Cuerpo de agua superficial;Río;Río Chepu;24-02-2019;14:35;7.37;6927;5.51;15.52;288.67;110.8;0.1108;1.8725;315.8;0.3158;5.3370;5.5124;Muestra tomada al esye del muelle en avenida principal de Chepu,;2019-024;7.00;8300;;0.0;48;;0.17;59;170;1340;37;<0,02;344;2616;<3,0;39;;846;39;807;4589;4846;<0,020;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;<0,010;<0,003;<0,005;<0,002;<0,002;<0,005;<0,003;<0,010;<0,0003;;11.35;0.016;0.986;<0.001;<0.001;<0.001;0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,
PUD-RT-063;SNGM-PUD-0176;RT-156;;;586563;5346517;8;Cuerpo de agua superficial;Río;APR Las Huachas;24-02-2019;;7.10;79;5.98;12.84;285.99;147.9;0.1479;2.4995;352.9;0.3529;5.9640;6.2177;Muestra tomada antes de la entrada a la captación,;2019-024;6.78;94;;0.0;29;;0.03;5.0;2.5;5.6;1.7;<0,02;5.2;11;<3,0;23;;23;23;<1,0;45;48;<0,020;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.21;0.075;<0,005;<0,002;<0,002;0.008;<0,003;0.015;<0,0003;;0.367;0.001;0.019;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,
PUD-RT-064;SNGM-PUD-0177;RT-157;;;588474;5343361;13;Cuerpo de agua superficial;Río;Río Negro en Hanguey;24-02-2019;17:23;7.18;5891;5.62;18.60;291.75;116.4;0.1164;1.9672;321.4;0.3214;5.4317;5.5509;Captación de agua superficial de la Sra, Nora Barría,;2019-024;7.01;6760;;0.0;45;;0.13;47;140;1040;31;<0,02;279;2070;<3,0;37;;693;37;656;3630;3833;<0,020;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;<0,010;<0,003;<0,005;<0,002;<0,002;<0,005;<0,003;<0,010;<0,0003;;8.37;0.012;0.741;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,
PUD-RT-065;SNGM-PUD-0239;RT-158;239;;604741;5365621;-8;Cuerpo de agua superficial;Río;Río Huicha Bajo;25-02-2019;11:36:00;7.29;4518;6.13;15.10;288.25;150.5;0.1505;2.5435;355.5;0.3555;6.0080;6.2144;Muestra del río Huicha tomada aguas arriba del puente Huicha No,2, en el embarcadera dentro de una propiedad privada,;2019-024;7.24;5200;;0.0;72;;0.11;43;103;780;28;<0,02;196;1580;<3,0;59;;531;531;472;2765;2920;<0,020;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;<0,010;<0,003;<0,005;<0,002;<0,002;<0,005;<0,003;<0,010;<0,0003;;6.59;0.008;0.610;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,
PUD-RT-066;SNGM-PUD-0240;RT-161;240;;607952;5364888;6;Cuerpo de agua superficial;Río;Juan Sánchez;25-02-2019;;7.20;112;5.86;11.98;285.13;88.4;0.0884;1.4940;293.4;0.2934;4.9585;5.1850;Muestra del curso medio del río Huicha, aguas abajo de la Ruta 5, en la propiedad de Juan Sánchez,;2019-024;7.14;135;;0.0;71;;0.05;11;5.7;5.6;1.9;<0,02;1.1;7.8;<3,0;58;;51;51;<1,0;68;72;0.061;<0,010;<0,005;<0,005;<0,002;<0,060;<0,002;<0,002;<0,010;<0,001;<0,003;<0,050;0.30;0.046;<0,005;<0,002;<0,002;0.009;0.006;<0,010;<0,0003;;0.727;<0.001;0.048;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,
PUD-RT-067;SNGM-PUD-0088;;;;605303;5351668;4;Cuerpo de agua superficial;Río;Río Negro en Cogomó;26-02-2019;;7.18;1452;5.43;13.72;;;;;;;;;;2019-025;7.10;1682;;;51;;0.06;15;34;219;6.4;2.8;64;450;<3,0;41;;177;41;136;813;859;0.036;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.36;0.011;<0.005;<0.002;<0.002;0.017;<0.003;<0.010;<0.0003;;2.24;0.003;0.210;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-068;SNGM-PUD-0028;;;ND-1004-2348;616573;5349769;82;Pozo;Pozo;Marcos Aguilar;26-02-2019;;6.59;115;1.61;13.51;286.66;;;;;;;;;2019-025;7.03;136;;;74;;0.07;12;5.5;4.2;2.1;0.45;1.4;5.4;<3,0;61;;53;53;<1,0;67;71;0.034;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.19;0.01;<0.005;<0.002;<0.002;0.009;0.011;0.078;<0.0003;;0.083;<0.001;0.050;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-069;SNGM-PUD-0046;;;ND-1004-3358;627511;5336621;90.34039;Pozo;Pozo;APR Huite;26-02-2019;;6.77;97;5.91;12.31;;;;;;;;;;2019-025;6.83;88;;;32;;0.04;7;2.4;2.6;1.7;0.2;1.6;5.9;7.1;26;;27;26;1.0;44;47;<0.020;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.036;0.007;<0.005;<0.002;<0.002;<0.005;<0.003;<0.010;<0.0003;;0.312;<0.001;0.029;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-070;SNGM-PUD-0002;;;ND-1004-1785;619070;5369968;51.76292;Pozo;Pozo;Municipalidad de Ancud, Escuela Julio Compasqui;27-02-2019;;8.65;92;1.77;13.16;;;;;;;;;;2019-025;6.98;103;;;53;;0.07;12;1.9;3.3;2.0;0.16;<1,0;5.9;<3,0;43;;38;38;<1,0;51;54;<0.020;<0.010;<0.005;0.014;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.058;0.026;<0.005;<0.002;<0.002;<0.005;<0.003;0.021;<0.0003;;0.194;<0.001;0.045;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-071;SNGM-PUD-0171;;;ND-1004-2558;624706;5332415;12;Pozo;Pozo;Pozo No. 3 CERMAQ Quemchi;06-02-2020;;7.69;146;0.41;13.43;;;;;;;;;;2020-020;8.19;159;;;89;;0.14;11;8.5;10;2.2;<0,02;<1,0;4.5;<3,0;73;;62;62;<1,0;80;85;<0.020;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;0.35;0.015;0.004;<0.005;<0.002;<0.002;<0.005;0.012;0.014;<0,0003;;<0.005;<0.001;0.053;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-072;SNGM-PUD-0044;;;ND-1004-2062;608413;5332727;149;Pozo;Pozo;APR Degan;06-02-2020;;6.13;62;1.65;13.03;;;;;;;;;;2020-020;7.47;73;;;36;;0.05;5.5;2.2;6.3;<0,10;<0,02;<1,0;4.6;<3,0;30;;23;23;<1,0;37;39;<0.020;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.012;<0.003;<0.005;<0.002;<0.002;<0.005;<0.003;0.011;<0,0003;;0.027;<0.001;0.040;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-073;SNGM-PUD-0204;;;;595979;5353696;16;Pozo;Pozo;Patricia Ojeda (Pozo No, 1);06-02-2020;;9.63;344;1.46;14.94;;;;;;;;;;2020-020;8.61;2570;;13.0;182;;0.33;0.90;0.20;85;2.2;<0,02;<1,0;23;<3,0;171;;3.0;3.0;<1,0;215;227;<0.020;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.023;<0.003;0.013;<0.002;<0.002;<0.005;<0.003;<0.010;<0,0003;;<0.005;0.002;0.010;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-074;;;;;624943;5345876;58;Cuerpo de agua superficial;Laguna;Laguna Lliuco;07-02-2020;;5.06;35;1.28;23.66;;;;;;;;;;2020-020;5.38;34;;;3.9;;0.03;0.50;0.60;4.2;<0,10;<0,02;<1,0;6.4;<3,0;3.0;;4.0;3.0;<1,0,;14;15;0.24;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.38;0.009;<0.005;<0.002;<0.002;<0.005;<0.003;0.021;<0,0003;;<0.005;<0.001;0.008;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-075;SNGM-PUD-0242;;;;627381;5344785;6;Cuerpo de agua superficial;Río;Río Aucho;07-02-2020;;7.10;101;1.37;17.67;;;;;;;;;;2020-020;7.58;100;;;51;;0.08;7.0;4.0;7.6;1.8;<0,02;<1,0;5.6;<3,0;42;;34;34;<1,0;52;54;0.062;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;0.015;<0.001;<0.003;0.092;0.52;0.010;<0.005;<0.002;<0.002;<0.005;0.010;0.010;<0,0003;;<0.005;<0.001;0.031;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-076;SNGM-PUD-0243;;;;630191;5341785;-2;Cuerpo de agua superficial;Río;Afluente Río Aucho;07-02-2020;;6.97;8829;1.84;16.64;;;;;;;;;;2020-020;7.34;9440;;;40;;0.20;65;450;1350;3.0;0.04;364;2979;<3,0;33;;2013;33;1980;5232;5525;0.031;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;0.018;<0.001;<0.003;<0.050;0.15;0.017;<0.005;<0.002;<0.002;<0.005;<0.003;0.010;<0,0003;;11.809;0.019;1.293;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-077;SNGM-PUD-0244;;;;626230;5345306;27;Cuerpo de agua superficial;Río;Afluente río Aucho, Puente La Máquina;08-02-2020;;6.69;80;0.46;13.02;;;;;;;;;;2020-020;7.54;81;;;40;;0.07;5.3;2.7;6.7;1.4;<0,02;<1,0;5.5;<3,0;32;;24;24;<1,0;42;44;0.041;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.72;0.021;<0.005;<0.002;<0.002;<0.005;0.005;0.017;<0,0003;;0.315;<0.001;0.028;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-078;SNGM-PUD-0245;;;;625639;5338715;58;Cuerpo de agua superficial;Río;Río Aucho Superior;08-02-2020;;5.84;35;2.12;13.24;;;;;;;;;;2020-020;6.42;34;;;6.4;;0.03;0.3;0.70;4.0;0.20;<0,02;<1,0;6.8;<3,0;5.0;;4.0;4.0;<1,0;16;17;0.16;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.25;0.030;<0.005;<0.002;<0.002;<0.005;<0.003;0.011;<0,0003;;0.100;<0.001;0.008;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-079;SNGM-PUD-0246;;;;625334;5336821;9;Cuerpo de agua superficial;Estero;Estero Laguna Chelles;08-02-2020;;7.02;98;2.74;12.70;;;;;;;;;;2020-020;7.67;101;;;54;;0.08;7.1;3.8;7.2;1.8;<0,02;<1,0;4.8;<3,0;44;;33;33;<1,0;52;55;0.023;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;0.17;0.098;0.012;<0.005;<0.002;<0.002;<0.005;0.016;0.012;<0,0003;;0.036;<0.001;0.040;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-080;SNGM-PUD-0247;;;;625150;5330474;17;Cuerpo de agua superficial;Estero;Estero Aucar;08-02-2020;;7.18;133;4.94;14.56;;;;;;;;;;2020-020;7.50;124;;;67;;0.10;10;5.6;7.9;2.0;<0,02;<1,0;4.5;<3,0;55;;48;48;<1,0;64;68;<0.020;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;0.28;0.038;0.011;<0.005;<0.002;<0.002;<0.005;0.013;0.011;<0,0003;;0.018;<0.001;0.039;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-081;SNGM-PUD-0248;;;;625231;5326489;121;Cuerpo de agua superficial;Lago;Lago Popetán 1;08-02-2020;;6.62;26;4.15;24.66;;;;;;;;;;2020-020;6.71;25;;;8.1;;0.03;0.50;0.40;2.8;<0,10;<0,02;<1,0;4.5;<3,0;7.0;;3.0;3.0;<1,0;12;13;0.10;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.064;<0.003;<0.005;<0.002;<0.002;<0.005;<0.003;0.011;<0,0003;;0.026;<0.001;0.008;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-082;SNGM-PUD-0249;;;;634527;5326087;15;Vertiente;Vertiente;Vertiente Punta Pirquén;08-02-2020;;7.23;120;8.05;14.45;;;;;;;;;;2020-020;7.39;116;;;41;;<0,03;3.8;3.0;11;<0,10;<0,02;<1,0;15;<3,0;34;;22;22;<1,0;54;57;0.022;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.12;0.004;<0.005;<0.002;<0.002;<0.005;<0.003;0.011;<0,0003;;0.086;<0.001;0.046;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-083;SNGM-PUD-0250;;;;633123;5325497;3;Cuerpo de agua superficial;Estero;Estero Chaunahué;08-02-2020;;7.32;119;6.21;15.00;;;;;;;;;;2020-020;7.82;120;;;57;;0.07;8.5;4.0;10;2.2;<0,02;1.1;9.4;<3,0;47;;38;38;<1,0;63;67;0.030;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;0.069;0.13;0.013;<0.005;<0.002;<0.002;<0.005;0.008;0.013;<0,0003;;0.038;0.001;0.046;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-084;SNGM-PUD-0251;;;;627736;5325652;124;Cuerpo de agua superficial;Lago;Lago Popetán Este;09-02-2020;;6.40;22;5.74;22.66;;;;;;;;;;2020-020;6.57;26;;;8.1;;0.04;0.80;0.40;3.5;<0,10;<0,02;<1,0;4.5;<3,0;7.0;;4.0;4.0;<1,0;13;14;0.089;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.047;<0.003;<0.005;<0.002;<0.002;0.008;<0.003;0.011;<0,0003;;<0.005;<0.001;0.009;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-085;SNGM-PUD-0252;;;;631894;5325773;37;Cuerpo de agua superficial;Estero;Estero Choen;09-02-2020;;7.21;253;6.63;16.72;;;;;;;;;;2020-020;7.67;261;;;45;;0.06;7.3;7.3;33;2.2;<0,02;6.2;54;<3,0;37;;48;48;<1,0;132;139;0.041;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.27;0.012;<0.005;<0.002;<0.002;<0.005;0.003;0.010;<0,0003;;0.195;0.002;0.060;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-086;SNGM-PUD-0253;;;;631974;5325737;4;Vertiente;Vertiente;V. playa Choen;09-02-2020;;7.21;121;6.43;15.81;;;;;;;;;;2020-020;8.02;128;;;72;;0.07;9.8;4.8;10;2.0;<0,02;1.2;8.6;<3,0;59;;44;44;<1,0;72;76;0.024;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;0.067;0.093;0.004;<0.005;<0.002;<0.002;<0.005;0.009;<0.010;<0,0003;;0.009;0.001;0.050;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-087;SNGM-PUD-0232;;;;620239;5325522;137;Cuerpo de agua superficial;Turbera;Turbera Caulle;09-02-2020;;5.56;32;3.20;24.49;;;;;;;;;;2020-020;6.61;26;;;10;;0.03;0.40;0.60;2.8;<0,10;<0,02;<1,0;4.5;<3,0;8.0;;3.0;3.0;<1,0;14;14;0.14;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.35;0.046;<0.005;<0.002;<0.002;0.005;<0.003;0.017;<0,0003;;0.024;<0.001;0.011;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-088;SNGM-PUD-0254;;;;620011;5325979;140;Cuerpo de agua superficial;Turbera;Desague laguna Caulle;09-02-2020;;5.15;27;3.85;21.84;;;;;;;;;;2020-020;5.88;25;;;9.6;;<0,03;0.30;0.50;2.8;<0,10;<0,02;<1,0;4.9;<3,0;8.0;;3.0;3.0;<1,0;13;14;0.20;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.27;0.016;<0.005;<0.002;<0.002;<0.005;<0.003;0.018;<0,0003;;0.024;<0.001;0.009;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-089;SNGM-PUD-0255;;;;620216;5324098;146;Cuerpo de agua superficial;Laguna;Laguna Caulle;09-02-2020;;5.59;22;4.20;23.36;;;;;;;;;;2020-020;6.22;23;;;13;;0.03;0.10;0.40;3.0;<0,10;<0,02;<1,0;4.8;<3,0;11;;2.0;2.0;<1,0;15;16;0.18;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.29;0.012;<0.005;<0.002;<0.002;<0.005;<0.003;0.015;<0,0003;;0.011;<0.001;0.006;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-RT-090;SNGM-PUD-0256;;;;626083;5330432;-14;Cuerpo de agua superficial;Río;Pte. Los Molinos;09-02-2020;;7.24;92;8.13;13.56;;;;;;;;;;2020-020;7.60;94;;;62;;0.08;7.5;3.4;6.9;2.0;<0,02;<1,0;5.1;<3,0;50;;33;33;<1,0;55;59;0.047;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;0.13;0.18;0.007;<0.005;<0.002;<0.002;<0.005;0.009;<0.010;<0,0003;;<0.005;<0.001;0.028;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-069;SNGM-PUD-0053;;;;604487;5363982;14;Pozo;Pozo;Pozo APR Curamó;11-09-2018;;6.64;185;2.45;13.20;;;;;;;;;;2018-125;7.31;172;;;94;;0.07;11;8.1;13;2.1;<0.02;2.5;13;0.49;77;;60;60;<1.0;95;21;<0.020;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;2.6;0.22;<0.005;<0.002;<0.002;<0.005;<0.003;0.110;<0.0003;;0.323;0.002;0.050;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;19;<0.05;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-070;SNGM-PUD-0084;;;;608915;6344835;22;Cuerpo de agua superficial;Río;Río Vilcún;12-09-2018;;6.82;40;11.19;8.40;;;;;;;;;;2018-125;6.56;43;;;17;;0.02;1.2;1.3;3.9;0.53;<0.02;0.67;4.8;0.15;14;;8.0;8.0;<1.0;101;22;0.15;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.18;0.005;<0.005;<0.002;<0.002;<0.005;<0.003;0.011;<0.0003;;0.069;<0.001;0.013;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;;<1,0;<0.05;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-091;SNGM-PUD-0186;;LL0186;;591381;5348395;45;Lluvia;Lluvia;Lluvia Coipomó;25-04-2019;;;;;;;;;;;;;;;2019-069;6.43;46;;;14;;<0,03;1.5;0.80;2.6;2.3;<0,02;1.9;5.4;<3,0;11;;7.0;7.0;<1,0;21;22;<0.020;<0.010;0.159;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;0.75;<0.010;0.006;<0.005;<0.002;<0.002;<0.005;<0.003;0.093;<0,0003;;0.019;0.003;0.007;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-092;SNGM-PUD-0190;;LL0190;;604803;5351657;10;Lluvia;Lluvia;Lluvia Cogomó;25-04-2019;;;;;;;;;;;;;;;2019-069;6.01;17;;;3.8;;<0,03;0.3;0.20;1.7;<0,1;<0,02;<1,0;3.3;<3,0;3.0;;2.0;2.0;<1,0;8.0;8.0;<0.020;<0.010;<0.005;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;<0.010;<0.003;<0.005;<0.002;<0.002;<0.005;<0.003;0.030;<0,0003;;0.021;<0.001;0.002;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-094;SNGM-PUD-0191;;LL0191;;622050;5368337;41;Lluvia;Lluvia;Lluvia Chacao;25-04-2019;;;;;;;;;;;;;;;2019-069;6.17;25;;;6.4;;<0,03;0.80;0.30;1.7;0.43;<0,02;<1,0;3.6;<3,0;5.0;;3.0;3.0;<1,0;11;11;<0.020;<0.010;0.204;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;0.037;<0.003;<0.005;<0.002;<0.002;<0.005;<0.003;0.014;<0,0003;;<0.005;<0.001;0.002;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-095;SNGM-PUD-0193;;LL0193;;612730;5359810;59;Lluvia;Lluvia;Lluvia El Quilar;26-04-2019;;;;;;;;;;;;;;;2019-069;6.36;17;;;5.1;;<0,03;0.20;0.20;1.8;0.19;<0,02;<1,0;3.5;<3,0;4.0;;1.0;1.0;<1,0;9.0;9.0;0.027;<0.010;0.129;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;<0.010;0.007;<0.005;<0.002;<0.002;<0.005;<0.003;0.019;<0,0003;;0.017;<0.001;0.002;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUD-FA-096;SNGM-PUD-0185;;LL0185;;610565;5340083;;Lluvia;Lluvia;Lluvia Aguas Buenas;15-05-2019;;;;;;;;;;;;;;;2019-069;4.53;14;;;1.9;;<0,03;0.10;0.10;0.9;0.12;<0,02;<1,0;1.7;<3,0;2.0;;1.0;1.0;<1,0;4.0;4.0;<0.020;<0.010;0.102;<0.005;<0.002;<0.060;<0.002;<0.002;<0.010;<0.001;<0.003;<0.050;<0.010;<0.003;<0.005;<0.002;<0.002;<0.005;<0.003;0.014;<0,0003;;<0.005;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.001;<0.005;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
