,Cod_Muestra,Fecha,Tipo,UTM_Este,UTM_Norte,SO4,NO3,Ca,Mg,K,Na,CO3,HCO3,Cl,Fe,Cu,pH,mSO4,O18,Deuterio,TDS mg/l,EC,Salinidad,rCa,rMg,rK,rNa,rCl,rSO4,rCO3,rHCO3,rNO3,Suma Aniones [meq/l],Suma Cationes [meq/l],Balance %,O2,Li,F,Al,Sb,As,Ba,Be,B,Cd,Co,Cr,Sn,P,Mn,Hg,Mo,Ni,Ag,Pb,Se,V,Zn,Si,eH,Do,T
104,CPO-RC-029,10-12-2008 0:00,Pozo,376539,6945151,675,39.102,262.5,68,5.2,147.5,0,229,274,1.337,0.005,7.1,7.026858214,-10.28,-80.8,1584.63,2200,Salobre,13.09945606,5.59555647,0.13299811,6.415888785,7.728607412,14.05318976,0,3.753046277,0.630627579,26.16547103,25.24389943,-1.792614063,5.77,0.34,0.6,0.01,0.005,0.005,0.02,0.001,1.09,0.001,0.001,0.002,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.013,0.011,0.004,0.005,,,,
105,CPO-RT-071,07-06-2010 0:00,Pozo,376539,6945151,739,49.5,290,80,6,115,0,210,319,1.5,0.005,7.23,7.693108474,,,1703,2440,Salobre,14.47178003,6.583007612,0.153459358,5.002218375,8.99790425,15.38564035,0,3.441658158,0.798324003,28.62352676,26.21046537,-4.400666979,9.65,0.4,0.42,0.01,0.005,0.0025,0.02,0.001,0.98,0.001,0.001,0.0005,0.0015,0.025,0.018,0.0014,0.0025,,0.001,0.001,0.012,0.0015,0.02,,,,
106,CPO-RC-033,17-12-2008 0:00,Pozo,370192,6970146,986,16.6,315,80,6.1,157.5,0,294,187,1.572,0.005,7.29,10.26441807,-9.27,-75.7,1893.84,2400,Salobre,15.71934727,6.583007612,0.156017014,6.850864296,5.274633526,20.52806682,0,4.818321421,0.267720777,30.88874255,29.30923619,-2.623852802,5.11,0.36,0.55,0.01,0.005,0.0025,0.018,0.001,1.83,0.001,0.001,0.002,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.003,0.007,0.005,0.012,,,,
107,CPO-YP-034,05-12-2008 0:00,Pozo,390540,6920895,385,17.2,152.5,34.75,2.7,85,0,234,63,0.669,0.005,7.37,4.007911722,,,856.25,1188,Dulce mineralizada,7.610160188,2.859493931,0.069056711,3.697291842,1.777015573,8.015523049,0,3.834990519,0.277397431,13.90492657,14.23600267,1.176493131,7.42,0.22,0.68,0.01,0.005,0.0025,0.016,0.001,0.82,0.001,0.001,0.001,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.005,0.006,0.004,0.024,,,,
108,CPO-YP-035,05-12-2008 0:00,Pozo,398822,6912179,343,12.25,140,30.75,2.6,77.5,0,243,41,0.674,0.005,7.43,3.570684989,-11.26,-81.7,767.24,1049,Dulce mineralizada,6.986376566,2.530343551,0.066499055,3.371060209,1.156470452,7.141102353,0,3.982490154,0.197565031,12.47762799,12.95427938,1.874225881,6.41,0.2,0.51,0.01,0.005,0.0025,0.022,0.001,0.66,0.001,0.001,0.0005,0.0015,0.025,0.0015,0.00015,0.007,0.0025,0.001,0.003,0.0025,0.004,0.018,,,,
109,CPO-YP-037,06-12-2008 0:00,Pozo,382820,6932290,642,27.15,240,54,4.8,130,0,261,134,1.173,0.005,7.11,6.683322923,-10.71,-79.2,1361.6,1769,Salobre,11.97664554,4.443530138,0.122767486,5.654681641,3.779683917,13.36614493,0,4.277489425,0.43786862,21.86118689,22.19762481,0.763610961,5.74,0.3,0.59,0.01,0.005,0.005,0.017,0.001,1.09,0.001,0.001,0.001,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.036,0.012,0.005,0.005,,,,
110,CPO-RT-029,02-10-2009 0:00,Pozo,407377,6898180,665,8.6,208,50.5,4.9,185,0,279,93,0.759,0.005,7.15,6.92275661,-10.9,-85.2,1352.84,1778,Salobre,10.37975947,4.155523555,0.125325142,8.047046951,2.623213465,13.84499436,0,4.572488696,0.138698716,21.17939523,22.70765512,3.482257,6.13,0.49,0.82,0.01,0.005,0.009,0.012,0.001,2.08,0.001,0.001,0.002,0.0015,0.025,0.0015,,0.0025,0.0025,0.001,0.001,0.0025,0.006,0.005,,,,
111,CPO-YP-038,07-12-2008 0:00,Pozo,407377,6898180,677,9.4,202.5,49,4.9,170,0,302,97,0.992,0.005,7.21,7.047678534,-10.8,-85.3,1359.76,1742,Salobre,10.10529468,4.032092162,0.125325142,7.394583685,2.73603985,14.09482884,0,4.949432208,0.151600922,21.93190182,21.65729566,-0.629986727,7.81,0.5,0.84,0.01,0.005,0.01,0.012,0.001,2.1,0.001,0.001,0.002,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.003,0.0025,0.007,0.044,,,,
112,CPO-YP-039,07-12-2008 0:00,Pozo,405888,6896949,229,32.5,127.5,26.25,2.7,30,0,255,27,0.656,0.005,7.42,2.383926712,-11.93,-86.7,600.85,890,Dulce mineralizada,6.362592944,2.160049373,0.069056711,1.304926533,0.761578103,4.767674749,0,4.179156335,0.524152123,10.23256131,9.89662556,-1.668898759,8.98,0.12,0.66,0.01,0.005,0.0025,0.025,0.001,0.34,0.001,0.001,0.001,0.0015,0.025,0.0015,0.00015,0.009,0.0025,0.001,0.003,0.0025,0.005,0.02,,,,
113,CPO-YP-041,09-12-2008 0:00,Pozo,397464,6915053,427,23.4,162.5,37,2.8,85,0,210,71,0.834,0.005,7.26,4.445138455,-11.24,-84.7,913.35,1225,Dulce mineralizada,8.109187085,3.04464102,0.071614367,3.697291842,2.002668344,8.889943746,0,3.441658158,0.377389529,14.71165978,14.92273431,0.712262034,5.45,0.24,0.63,0.01,0.005,0.0025,0.016,0.001,0.76,0.001,0.001,0.001,0.0015,0.025,0.0015,0.00015,0.006,0.0025,0.001,0.003,0.006,0.004,0.017,,,,
114,CPO-YP-043,09-12-2008 0:00,Pozo,398060,6913329,374,15.45,152.5,33.75,2.8,85,0,220,51,0.688,0.005,7.35,3.893399958,-11.25,-80.1,823.69,1134,Dulce mineralizada,7.610160188,2.777206336,0.071614367,3.697291842,1.438536416,7.786508105,0,3.605546642,0.249173856,13.07976502,14.15627273,3.952512198,5.4,0.22,0.67,0.01,0.005,0.0025,0.018,0.001,0.75,0.001,0.001,0.001,0.0015,0.025,0.0015,0.00015,0.007,0.0025,0.001,0.003,0.0025,0.004,0.012,,,,
115,CPO-RC-077,02-12-2009 0:00,Pozo,378793,6938960,541,32,230,57.5,5.4,140,0,236,198,0.906,0.005,7.1,5.631896731,-10.43,-82.3,1321,1868,Salobre,11.47761864,4.731536721,0.138113422,6.089657152,5.584906086,11.26337135,0,3.867768216,0.516088245,21.2321339,22.43692594,2.758914542, ,0.3,0.54,0.01,0.005,0.0025,0.017,0.001,1.07,0.001,0.001,0.001,0.0015,0.025,0.0015,,0.0025,,0.001,0.001,0.013,0.004,0.01,,,,
116,CPO-YP-046,10-12-2008 0:00,Pozo,378793,6938960,529,33.2,252.5,56.75,4.8,115,0,259,226,1.147,0.005,7.09,5.506974807,-10.67,-77.3,1346.02,1904,Salobre,12.60042916,4.669821024,0.122767486,5.002218375,6.374690785,11.01353687,0,4.244711728,0.535441554,22.16838093,22.39523605,0.50905903,6.62,0.32,0.64,0.01,0.005,0.0025,0.017,0.001,1.11,0.001,0.001,0.002,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.003,0.014,0.004,0.012,,,,
117,CPO-YP-049,10-12-2008 0:00,Pozo,375193,6955496,936,17.4,312.5,83.5,5.5,147.5,0,263,173,1.534,0.005,7.3,9.743910056,,,1805.13,2260,Salobre,15.59459055,6.871014195,0.140671078,6.415888785,4.879741176,19.4870898,0,4.310267122,0.280622983,28.95772108,29.02216461,0.111148067,6.89,0.36,0.57,0.01,0.005,0.0025,0.019,0.001,1.17,0.001,0.001,0.001,0.0015,0.025,0.0015,0.0009,0.0025,0.0025,0.001,0.014,0.007,0.004,0.02,,,,
118,CPO-YP-050,11-12-2008 0:00,Pozo,374550,6953805,1054,14.6,342.5,90.75,6,135,0,242,201,1.851,0.005,7.17,10.97230897,-10.24,-73.2,1964.21,2450,Salobre,17.09167124,7.467599259,0.153459358,5.872169397,5.669525875,21.94379557,0,3.966101306,0.235465262,31.81488801,30.58489925,-1.971142548,5.4,0.38,0.59,0.01,0.005,0.0025,0.02,0.001,1.16,0.001,0.001,0.0005,0.0015,0.025,0.015,0.00015,0.0025,0.0025,0.001,0.003,0.007,0.0015,0.017,,,,
119,CPO-YP-051,11-12-2008 0:00,Pozo,374797,6951980,497,17.05,187.5,49.75,4,105,0,272,104,0.951,0.005,7.52,5.173849677,-10.73,-73.4,1099.67,1454,Salobre,9.356754329,4.093807858,0.102306238,4.567242864,2.933486025,10.34731157,0,4.457766757,0.274978268,18.01354262,18.12011129,0.294929119,6.29,0.26,0.62,0.01,0.005,0.005,0.016,0.001,0.92,0.001,0.001,0.0005,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.012,0.0025,0.004,0.063,,,,
120,CPO-RT-028,01-10-2009 0:00,Pozo,374777,6951991,485,21,160,47.8,4.1,140,0,223,108,0.702,0.005,7.36,5.048927753,-10.54,-81.6,1076.33,1468,Salobre,7.984430361,3.933347048,0.104863894,6.089657152,3.046312411,10.09747709,0,3.654713187,0.338682911,17.1371856,18.11229846,2.766318105,5.85,0.27,0.61,0.01,0.005,0.006,0.015,0.001,0.79,0.001,0.001,0.001,0.0015,0.025,0.0015,,0.0025,0.0025,0.001,0.001,0.0025,0.004,0.005,,,,
121,CPO-YP-053,12-12-2008 0:00,Pozo,375752,6949829,512,21,187.5,53.75,5.1,92.5,0,247,115,0.981,0.005,7.19,5.330002082,-10.77,-72.4,1109.54,1557,Salobre,9.356754329,4.422958239,0.130440454,4.023523476,3.243758585,10.65960468,0,4.048045548,0.338682911,18.29009172,17.9336765,-0.983926417,7.56,0.28,0.61,0.01,0.005,0.005,0.016,0.001,1.05,0.001,0.001,0.001,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.005,0.005,0.004,0.026,,,,
122,CPO-RC-036,17-01-2009 0:00,Pozo,340406,6974672,2075,8.5,455,160,11.5,470,0,159,377,45.9,0.005,0,21.60108266,-10.26,-79.9,3635.86,4240,Salobre,22.70572384,13.16601522,0.294130435,20.44384901,10.63388684,43.2005463,0,2.605826891,0.13708594,56.57734598,56.60971851,0.028600911, ,0.44,0.21,0.01,0.005,0.0025,0.011,0.001,8.71,0.001,0.001,0.0005,0.0015,0.025,0.459,0.00015,0.0025,0.0025,0.001,0.018,0.0025,0.0015,0.005,,,,
123,CPO-RT-016,22-01-2009 0:00,Pozo,474025,6921903,2715,10.3,120,30.5,35.5,2200,0,1383,1065,0.537,0.005,7.06,28.26358526,-13,-101.1,6871.45,9130,Salada,5.988322771,2.509771652,0.907967866,95.69461239,30.04002516,56.52505215,0,22.6657773,0.166115904,109.3969705,105.1006747,-2.002957109, ,12.5,2.43,0.023,0.005,7.205,0.007,0.001,117.3,0.001,0.001,0.01,0.0015,0.025,0.175,0.00015,0.026,0.0025,0.001,0.001,0.008,0.0015,0.005,,,,
124,CPO-RT-046,11-10-2009 0:00,Pozo,474025,6921903,2284,5.69,125,34.5,33.5,2350,0,1503,1510,0.903,0.005,7.82,23.77680616,-12.67,-102,7086.66,10050,Salada,6.237836219,2.838922033,0.856814746,102.2192451,42.59196056,47.55183025,0,24.6324391,0.091766941,114.8679968,112.1528181,-1.196004337,4.25,2.48,2.28,0.034,0.005,7.82,0.007,0.001,65.05,0.001,0.001,0.005,0.0015,0.025,0.155,,0.024,0.0025,0.001,0.001,0.007,0.0015,0.037,,,,
125,CPO-PF-067,16-06-2008 0:00,Pozo,397658,6914705,,,,,,,0,,,0.591,0.005,7.34,,,,,,Salmuera,,,,,,,0,,,,,,6.69,,,0.01,0.005,0.0025,0.016,0.001,0.72,0.001,0.001,0.001,0.0015,0.025,0.0015,0.00015,0.006,0.0025,0.001,0.001,0.005,0.004,0.005,,,,
126,CPO-CE-073,28-04-2010 0:00,Pozo,349841,6978161,1450,13.7,265,117.5,15,575,0,387,268,1.073,0.005,7.17,15.09473246,,,2895.59,3600,Salobre,13.22421279,9.66879243,0.383648394,25.01109188,7.559367834,30.18833356,0,6.34248432,0.22095028,44.311136,48.28774548,4.294446569,2.48,0.66,0.59,0.01,0.005,0.011,0.016,0.001,4.85,0.001,0.001,0.0005,0.0015,0.025,0.241,0.00015,0.019,,0.001,0.001,0.033,0.006,0.005,,,,
127,CPO-CE-072 ,28-04-2010 0:00,Pozo,350322,6977162,949,34.4,287.5,77.5,7.7,197.5,0,327,189,1.124,0.005,7.35,9.87924214,,,1904.28,2590,Salobre,14.3470233,6.377288624,0.196939509,8.59076634,5.331046719,19.75774383,0,5.359153418,0.554794863,31.00273883,29.51201778,-2.463400886,4.7,0.38,0.44,0.01,0.005,0.007,0.014,0.001,2.24,0.001,0.001,0.001,0.0015,0.056,0.0015,0.00015,0.0025,,0.001,0.001,0.009,0.004,0.025,,,,
128,CPO-CE-071,28-04-2010 0:00,Pozo,351915,6977712,1029,49,320,77.5,7.1,212.5,0,331,218,1.159,0.005,7.24,10.71205497,,,2076.79,2760,Salobre,15.96886072,6.377288624,0.181593573,9.243229606,6.149038014,21.42330706,0,5.424708811,0.790260125,33.78731401,31.77097252,-3.075647017,4.03,0.34,0.34,0.01,0.005,0.006,0.019,0.001,2.33,0.001,0.001,0.001,0.0015,0.025,0.003,0.00015,0.0025,,0.001,0.001,0.013,0.004,0.012,,,,
129,CPO-CE-070,28-04-2010 0:00,Pozo,353394,6978717,817,23.2,267.5,67.5,6.6,165,0,317,209,1.097,0.005,7.22,8.505100979,,,1712.56,2390,Salobre,13.34896951,5.554412672,0.168805293,7.177095929,5.895178646,17.0095645,0,5.195264934,0.374163977,28.47417205,26.2492834,-4.06569474,6.56,0.34,0.37,0.01,0.005,0.005,0.015,0.001,1.97,0.001,0.001,0.001,0.0015,0.025,0.0015,0.00015,0.0025,,0.001,0.001,0.006,0.005,0.031,,,,
130,CPO-CE-069 ,27-04-2010 0:00,Noria,349720,6975868,1110,1.5,277.5,82.5,9.1,265,0,340,230,1.128,0.005,7.16,11.55527795,,,2144.44,2900,Salobre,13.84799641,6.788726599,0.232746692,11.52685104,6.487517171,23.10968983,0,5.572208446,0.024191636,35.19360708,32.39632074,-4.138614195,2.3,0.42,0.39,0.01,0.005,0.005,0.015,0.001,2.89,0.001,0.001,0.0005,0.0015,0.025,0.817,0.00015,0.01,,0.001,0.001,0.0025,0.004,0.005,,,,
131,CPO-CE-068,27-04-2010 0:00,Pozo,344755,6975292,994,10.99,242.5,77.5,6.8,265,0,346,174,0.923,0.005,7.25,10.34769935,,,1941.75,2650,Salobre,12.10140227,6.377288624,0.173920605,11.52685104,4.907947773,20.69462315,0,5.670541537,0.177244057,31.45035651,30.17946253,-2.062141344,3.86,0.39,0.35,0.01,0.005,0.006,0.012,0.001,2.92,0.001,0.001,0.001,0.0015,0.025,0.0015,0.00015,0.0025,,0.001,0.001,0.012,0.004,0.014,,,,
132,CPO-CE-065,26-04-2010 0:00,Pozo,345950,6974776,932,9.75,260,67.5,39.5,222.5,0,329,160,1.029,0.005,7.34,9.702269415,,,1854.12,2450,Salobre,12.97469934,5.554412672,1.010274104,9.678205117,4.513055423,19.40381164,0,5.391931114,0.157245637,29.46604382,29.21759123,-0.423376272,5.08,0.34,0.47,0.01,0.005,0.006,0.015,0.001,2.4,0.001,0.001,0.001,0.0015,0.025,0.0015,0.00015,0.0025,,0.001,0.001,0.007,0.004,0.013,,,,
133,CPO-CE-062,23-04-2010 0:00,Pozo,360879,6978621,1115,134.4,412.5,105,7.9,257.5,0,398,360,1.779,0.005,6.92,11.60732875,,,2588.91,3370,Salobre,20.58485952,8.64019749,0.202054821,11.20061941,10.1543747,23.21378753,0,6.522761652,2.167570627,42.05849451,40.62773124,-1.73035262,5.02,0.42,0.46,0.01,0.005,0.0025,0.022,0.001,2.32,0.001,0.001,0.001,0.0015,0.025,0.005,0.00015,0.0025,,0.001,0.001,0.0025,0.004,0.011,,,,
134,CPO-CE-060,21-04-2010 0:00,Pozo,364153,6974378,717,7.13,252.5,60,6.3,152.5,0,283,197,0.909,0.005,7.1,7.464084947,,,1532.85,2100,Salobre,12.60042916,4.937255709,0.161132325,6.633376541,5.55669949,14.92761046,0,4.638044089,0.114990912,25.23734495,24.33219374,-1.826023068,3.61,0.32,0.51,0.01,0.005,0.0025,0.016,0.001,1.54,0.001,0.001,0.0005,0.0015,0.025,0.0015,0.00015,0.0025,,0.001,0.001,0.0025,0.0015,0.017,,,,
135,CPO-CE-059,21-04-2010 0:00,Pozo,363604,6974734,698,8.4,235,60,5.9,150,0,279,190,0.904,0.005,7.01,7.266291901,,,1484.44,2050,Salobre,11.72713209,4.937255709,0.150901702,6.524632663,5.359253315,14.53203919,0,4.572488696,0.135473164,24.59925437,23.33992217,-2.626937488,3.85,0.33,0.48,0.01,0.005,0.005,0.015,0.001,1.51,0.001,0.001,0.0005,0.0015,0.025,0.0015,0.00015,0.0025,,0.001,0.001,0.0025,0.004,0.032,,,,
136,CPO-RT-063,03-06-2010 0:00,Pozo,341597,6974923,1844,90.2,320,112,9.8,590,0,381,311,1.7,0.005,7.13,19.19633562,,,3465,4260,Salobre,15.96886072,9.216210656,0.250650284,25.66355514,8.772251479,38.39123248,0,6.24415123,1.45472374,54.86235892,51.0992768,-3.551362806,2.05,0.4,0.2,0.01,0.005,0.0025,0.012,0.001,5.2,0.001,0.001,0.0005,0.0015,0.025,0.003,0.00015,0.0025,,0.001,0.002,0.007,0.003,0.005,,,,
137,CPO-RT-075,07-06-2010 0:00,Pozo,391143,6920974,586,24.6,190,50,4,115,0,239,97,0.83,0.005,7.24,6.100353945,,,1185,1613,Salobre,9.481511053,4.114379757,0.102306238,5.002218375,2.73603985,12.20025067,0,3.916934761,0.396742838,19.24996812,18.70041542,-1.448082051,4.24,0.2,0.48,0.01,0.005,0.0025,0.015,0.001,0.83,0.001,0.001,0.001,0.0015,0.025,0.0015,0.0012,0.0025,,0.001,0.001,0.01,0.003,0.01,,,,
138,CPO-CE-056,27-01-2010 0:00,Pozo,350929,6978121,1165,22,330,85,8.4,282.5,0,312,206,1.3,0.005,7.25,12.12783677,,,2253.37,2910,Salobre,16.46788762,6.994445587,0.214843101,12.28805818,5.810558857,24.25476455,0,5.113320692,0.354810668,35.53345477,35.96523449,0.603898791,9.57,0.34,0.32,0.01,0.005,0.009,0.015,0.001,3,0.001,0.001,0.001,0.0015,0.025,0.0015,,0.0025,,0.001,0.001,0.015,0.006,0.011,,,,
139,CPO-CE-052,24-01-2010 0:00,Pozo,358943,6979352,1004,104,395,105,7.5,210,0,333,297,1.8,0.005,7.02,10.45180096,,,2288.03,2990,Salobre,19.71156245,8.64019749,0.191824197,9.134485728,8.377359129,20.90281855,0,5.457486508,1.677286795,36.41495098,37.67806987,1.704774448,7.07,0.4,0.41,0.022,0.005,0.005,0.024,0.001,2,0.001,0.001,0.001,0.0015,0.025,0.0015,,0.0025,,0.001,0.001,0.006,0.005,0.011,,,,
140,CPO-RT-065,03-06-2010 0:00,Pozo,358943,6979352,1090,103,390,109,7.8,220,0,341,321,1.96,0.005,7.14,11.34707474,,,2408,3100,Salobre,19.462049,8.969347871,0.199497165,9.569461239,9.054317443,22.69329902,0,5.588597295,1.661159037,38.9973728,38.20035528,-1.032436495,5.54,0.4,0.26,0.01,0.005,0.0025,0.023,0.001,1.22,0.001,0.001,0.0005,0.0015,0.025,0.0015,0.0033,0.0025,,0.001,0.001,0.0025,0.003,0.06,,,,
141,CPO-CE-050,22-01-2010 0:00,Pozo,352156,6978811,998,16,282.5,75,6.6,222.5,0,109,162,1.7,0.005,7.01,10.38934,,,1816.75,1192,Salobre,14.09750986,6.171569636,0.168805293,9.678205117,4.569468616,20.77790131,0,1.786384473,0.258044122,27.39179852,30.1160899,4.737248157,6.81,0.38,0.33,0.01,0.005,0.007,0.015,0.001,3,0.001,0.001,0.002,0.0015,0.025,0.0015,,0.0025,,0.001,0.001,0.017,0.006,0.005,,,,
142,CPO-CE-048,22-01-2010 0:00,Pozo,374867,6964530,499,8.3,172.5,50,4.6,120,0,251,107,0.775,0.005,7.33,5.194669998,,,1085.85,1550,Salobre,8.608213983,4.114379757,0.117652174,5.219706131,3.018105814,10.38895065,0,4.113600941,0.133860388,17.6545178,18.05995204,1.135210039,5.8,0.28,0.48,0.04,0.005,0.005,0.014,0.001,1.27,0.001,0.001,0.0005,0.0015,0.025,0.0015,,0.0025,,0.001,0.001,0.0025,0.004,0.188,,,,
143,CPO-CE-047,21-01-2010 0:00,Pozo,374564,6959984,644,17,257.5,70,5.4,140,0,244,234,1.2,0.005,7.24,6.704143244,,,1489.38,2080,Salobre,12.84994261,5.76013166,0.138113422,6.089657152,6.600343556,13.40778401,0,3.998879003,0.27417188,24.28117845,24.83784485,1.133301031,6.95,0.32,0.46,0.01,0.005,0.005,0.02,0.001,1.26,0.001,0.001,0.002,0.0015,0.025,0.0015,,0.0025,,0.001,0.001,0.008,0.004,0.021,,,,
144,CPO-RC-082,10-12-2009 0:00,Pozo,474032,6921904,515,7.14,150,43,6,60,1,74,16,0.658,0.005,7.47,5.361232563,,,834.7,865,Dulce mineralizada,7.485403463,3.538366591,0.153459358,2.609853065,0.451305542,10.7220633,0.033328223,1.21277478,0.11515219,12.53462403,13.78708248,4.758272199, ,0.26,0.55,0.048,0.005,0.175,0.01,0.001,0.97,0.001,0.001,0.0005,0.0015,0.025,0.013,,0.0025,,0.001,0.001,0.0025,0.008,0.029,,,,
145,CPO-RT-057,07-12-2009 0:00,Pozo,367876,6971860,832,15.7,318,82.5,5.7,190,0,259,268,1.379,0.005,7.45,8.661253383,-10.38,-80.4,1839,2470,Salobre,15.86905534,6.788726599,0.14578639,8.264534707,7.559367834,17.3218576,0,4.244711728,0.253205795,29.37914296,31.06810304,2.794105919, ,0.3,0.41,0.01,0.005,0.005,0.019,0.001,1.28,0.001,0.001,0.001,0.0015,0.025,0.0015,,0.0025,,0.001,0.001,0.008,0.004,0.005,,,,
146,CPO-RT-056,07-12-2009 0:00,Pozo,370148,6970178,930,15.9,310,77.5,6.1,225,0,247,189,1.296,0.005,7.33,9.681449094,-9.33,-75.4,1875,2430,Salobre,15.46983382,6.377288624,0.156017014,9.786948995,5.331046719,19.36217256,0,4.048045548,0.256431347,28.99769617,31.79008846,4.593673383, ,0.34,0.48,0.01,0.005,0.0025,0.02,0.001,1.59,0.001,0.001,0.002,0.0015,0.025,0.0015,,0.0025,,0.001,0.001,0.007,0.004,0.005,,,,
147,CPO-RT-055,07-12-2009 0:00,Pozo,372501,6967819,1239,17.2,400,97.5,7.3,240,0,171,319,1.572,0.005,7.19,12.89818863,-7.24,-63.4,2405,3070,Salobre,19.9610759,8.023040527,0.186708885,10.43941226,8.99790425,25.79541054,0,2.802493072,0.277397431,37.87320529,38.61023757,0.963649456, ,0.36,0.47,0.01,0.005,0.0025,0.021,0.001,1.76,0.001,0.001,0.001,0.0015,0.025,0.005,,0.0025,,0.001,0.001,0.008,0.004,0.005,,,,
148,CPO-RT-054,06-12-2009 0:00,Pozo,358509,6980997,783,7.3,320,21.5,2.4,100,0,79,134,1.274,0.005,7.1,8.151155528,-8.54,-72,1407,1771,Salobre,15.96886072,1.769183296,0.061383743,4.349755109,3.779683917,16.30170012,0,1.294719021,0.117732631,21.49383569,22.14918287,1.501608271, ,0.08,0.24,0.01,0.005,0.01,0.015,0.001,2.18,0.001,0.001,0.003,0.0015,0.025,0.0015,,0.0025,,0.001,0.001,0.008,0.004,0.005,,,,
149,CPO-RT-052,05-12-2009 0:00,Pozo,365464,6974542,750,14.49,298,67.5,5.7,193,0,251,229,1.247,0.005,7.14,7.807620237,-10.43,-80.2,1681,2270,Salobre,14.87100155,5.554412672,0.14578639,8.39502736,6.459310574,15.61465529,0,4.113600941,0.233691208,26.42125801,28.96622797,4.594846487, ,0.27,0.36,0.01,0.005,0.0025,0.016,0.001,1.54,0.001,0.001,0.002,0.0015,0.025,0.0015,,0.0025,,0.001,0.001,0.007,0.004,0.005,,,,
150,CPO-RT-032,05-10-2009 0:00,Pozo,383853,6930969,492,18.2,193,44.3,4.1,95,0,270,76,0.783,0.005,7.22,5.121798876,-10.87,-83,1056.15,1427,Salobre,9.631219123,3.645340465,0.104863894,4.132267353,2.143701326,10.24321387,0,4.42498906,0.293525189,17.10542945,17.51369084,1.179294522,4.8,0.24,0.64,0.024,0.005,0.0025,0.016,0.001,0.72,0.001,0.001,0.0005,0.0015,0.025,0.0015,,0.0025,0.0025,0.001,0.001,0.0025,0.004,0.005,,,,
151,CPO-RT-026,30-09-2009 0:00,Pozo,401020,6905328,311,12.1,115,26.5,2.5,67.5,0,192,40,0.542,0.005,7.6,3.237559858,-11.58,-86.7,669.85,959,Dulce mineralizada,5.738809322,2.180621271,0.063941399,2.936084698,1.128263856,6.474877061,0,3.146658887,0.195145868,10.94494567,10.91945669,-0.116577532,4.83,0.16,0.64,0.01,0.005,0.0025,0.019,0.001,0.33,0.001,0.001,0.0005,0.0015,0.025,0.0015,,0.007,0.0025,0.001,0.001,0.0025,0.004,0.021,,,,
152,CPO-RC-066B,16-05-2009 0:00,Pozo,392276,6919560,432,9.382,166.3,38,3.02,80.5,0,252,62,0.856,0.005,7.75,4.497189257,,,916.49,1280,Dulce mineralizada,8.298817306,3.126928616,0.07724121,3.501552863,1.748808976,8.994041448,0,4.12998979,0.151310622,15.02415084,15.00453999,-0.065307015,4.55,0.22,0.86,0.01,0.005,0.0025,0.025,0.001,0.03,0.001,0.001,0.0005,0.0015,0.025,0.0015,0.00015,0.006,0.0025,0.001,0.001,0.0025,0.0015,0.005,,,,
153,CPO-RC-065,22-05-2009 0:00,Pozo,390168,6921259,564,30.435,182.8,47.5,3.7,124.5,0,233,92,0.915,0.005,7.31,5.871330418,,,1159.97,1557,Salobre,9.122211687,3.908660769,0.094633271,5.41544511,2.595006868,11.74222078,0,3.818601671,0.490848304,18.64667762,18.54095084,-0.284306337,3.36,0.28,0.81,0.01,0.005,0.0025,0.016,0.001,0.03,0.001,0.001,0.0005,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.009,0.004,0.005,,,,
154,CPO-RC-064,18-05-2009 0:00,Pozo,385327,6928240,453,11.306,174,41,4.1,97.5,0,269,68,0.823,0.005,7.11,4.715802623,,,982.42,1348,Dulce mineralizada,8.683068017,3.373791401,0.104863894,4.241011231,1.918048555,9.431251796,0,4.408600212,0.182340428,15.94024099,16.40273454,1.429965999,3.48,0.24,0.87,0.01,0.005,0.0025,0.016,0.001,0.03,0.001,0.001,0.0005,0.0015,0.025,0.0015,0.00015,0.0025,0.0025,0.001,0.001,0.0025,0.0015,0.005,,,,
155,CPO-RC-061,14-05-2009 0:00,Pozo,404115,6902600,248,12.397,114.8,25,2.28,48.5,0,207,32,0.585,0.005,7.28,2.581719758,,,584.8,865,Dulce mineralizada,5.728828784,2.057189879,0.058314556,2.109631228,0.902611085,5.163246016,0,3.392491613,0.199935812,9.658284525,9.953964446,1.507628836,4.15,0.14,0.72,0.01,0.005,0.0025,0.021,0.001,0.03,0.001,0.001,0.0005,0.0015,0.025,0.0015,0.00015,0.007,0.0025,0.001,0.001,0.0025,0.003,0.005,,,,
